course_code,course_name,section_name,session_date,student_code,student_name,attendance_status,minutes_late,source,week_number,day_of_week,session_start_time,course_load
CS101,Intro to Programming,Section 1,2026-02-07,S4121,Synthetic Student 4121,absent,1,qr,11,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-02-16,S4046,Synthetic Student 4046,late,4,qr,9,Wednesday,14:00,2
CS101,Intro to Programming,Section 1,2026-03-07,S4005,Synthetic Student 4005,excused,0,manual,5,Sunday,12:00,2
PHY101,Physics I,Section 3,2026-05-02,S4028,Synthetic Student 4028,present,2,qr,1,Sunday,12:00,2
STAT101,Statistics I,Section 3,2026-04-20,S4038,Synthetic Student 4038,present,0,qr,11,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-04-11,S4046,Synthetic Student 4046,present,0,qr,5,Monday,09:00,2
PHY101,Physics I,Section 2,2026-04-04,S4057,Synthetic Student 4057,present,0,qr,9,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-03-07,S4150,Synthetic Student 4150,present,0,qr,3,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-05-04,S4077,Synthetic Student 4077,present,0,qr,9,Monday,09:00,2
PHY101,Physics I,Section 2,2026-04-06,S4105,Synthetic Student 4105,late,3,qr,4,Monday,09:00,2
PHY101,Physics I,Section 3,2026-05-04,S4138,Synthetic Student 4138,absent,0,qr,1,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-05-09,S4146,Synthetic Student 4146,present,0,qr,6,Saturday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-04,S4070,Synthetic Student 4070,absent,0,qr,9,Monday,09:00,5
PHY101,Physics I,Section 3,2026-03-16,S4023,Synthetic Student 4023,present,0,qr,1,Wednesday,14:00,3
STAT101,Statistics I,Section 2,2026-04-11,S4140,Synthetic Student 4140,present,2,qr,10,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-02,S4079,Synthetic Student 4079,present,0,qr,2,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-02-14,S4171,Synthetic Student 4171,late,6,qr,2,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-04-11,S4078,Synthetic Student 4078,present,0,qr,10,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-11,S4030,Synthetic Student 4030,present,0,qr,14,Wednesday,09:00,3
PHY101,Physics I,Section 2,2026-03-28,S4157,Synthetic Student 4157,present,0,qr,1,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-05-09,S4152,Synthetic Student 4152,present,0,qr,8,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-02-16,S4080,Synthetic Student 4080,present,2,qr,8,Wednesday,14:00,4
PHY101,Physics I,Section 3,2026-04-27,S4010,Synthetic Student 4010,late,9,qr,11,Wednesday,12:00,4
STAT101,Statistics I,Section 1,2026-02-14,S4017,Synthetic Student 4017,present,0,qr,4,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-04-27,S4050,Synthetic Student 4050,late,13,qr,3,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-05-11,S4020,Synthetic Student 4020,present,0,qr,5,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-02-14,S4010,Synthetic Student 4010,present,0,qr,7,Saturday,09:00,5
PHY101,Physics I,Section 3,2026-05-04,S4138,Synthetic Student 4138,absent,2,qr,6,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-02-16,S4145,Synthetic Student 4145,absent,0,qr,13,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-03-02,S4178,Synthetic Student 4178,absent,0,qr,11,Sunday,12:00,5
PHY101,Physics I,Section 2,2026-03-28,S4122,Synthetic Student 4122,present,0,qr,8,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-16,S4038,Synthetic Student 4038,present,1,qr,7,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-23,S4032,Synthetic Student 4032,present,0,qr,12,Saturday,10:00,3
CS101,Intro to Programming,Section 3,2026-04-06,S4103,Synthetic Student 4103,present,1,qr,8,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-03-23,S4062,Synthetic Student 4062,present,0,qr,7,Saturday,10:00,3
MATH101,Calculus I,Section 3,2026-04-27,S4058,Synthetic Student 4058,absent,0,qr,9,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-04-13,S4114,Synthetic Student 4114,late,1,qr,10,Wednesday,14:00,2
STAT101,Statistics I,Section 1,2026-04-25,S4108,Synthetic Student 4108,present,0,qr,12,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-07,S4028,Synthetic Student 4028,present,1,qr,14,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-03-14,S4012,Synthetic Student 4012,absent,0,qr,6,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-05-02,S4092,Synthetic Student 4092,present,1,qr,9,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-04-06,S4111,Synthetic Student 4111,excused,0,manual,9,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-03-16,S4108,Synthetic Student 4108,absent,0,qr,9,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-09,S4149,Synthetic Student 4149,absent,1,qr,2,Monday,12:00,3
PHY101,Physics I,Section 2,2026-03-28,S4031,Synthetic Student 4031,absent,0,qr,5,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-04-27,S4116,Synthetic Student 4116,present,0,qr,7,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-02-16,S4173,Synthetic Student 4173,present,2,qr,4,Sunday,14:00,2
STAT101,Statistics I,Section 2,2026-05-04,S4146,Synthetic Student 4146,present,1,qr,11,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-02-14,S4100,Synthetic Student 4100,late,19,qr,7,Monday,09:00,3
PHY101,Physics I,Section 1,2026-04-20,S4024,Synthetic Student 4024,present,0,qr,11,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-05-11,S4119,Synthetic Student 4119,late,17,qr,2,Wednesday,14:00,5
STAT101,Statistics I,Section 3,2026-04-20,S4055,Synthetic Student 4055,present,0,qr,1,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-04-13,S4139,Synthetic Student 4139,absent,0,qr,8,Wednesday,14:00,2
CS101,Intro to Programming,Section 3,2026-03-16,S4111,Synthetic Student 4111,present,0,qr,6,Wednesday,14:00,5
MATH101,Calculus I,Section 3,2026-03-07,S4160,Synthetic Student 4160,present,2,qr,5,Sunday,10:00,2
STAT101,Statistics I,Section 1,2026-02-28,S4014,Synthetic Student 4014,present,0,qr,6,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-04-04,S4174,Synthetic Student 4174,present,0,qr,5,Sunday,12:00,2
MATH101,Calculus I,Section 1,2026-04-11,S4044,Synthetic Student 4044,absent,0,qr,5,Wednesday,09:00,5
MATH101,Calculus I,Section 1,2026-04-06,S4070,Synthetic Student 4070,absent,0,qr,1,Monday,09:00,3
PHY101,Physics I,Section 3,2026-04-25,S4094,Synthetic Student 4094,present,1,manual,6,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-02-07,S4086,Synthetic Student 4086,late,4,qr,10,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-03-09,S4157,Synthetic Student 4157,present,0,qr,8,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4125,Synthetic Student 4125,present,0,qr,2,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-04-04,S4174,Synthetic Student 4174,absent,0,qr,3,Sunday,12:00,3
PHY101,Physics I,Section 2,2026-04-04,S4130,Synthetic Student 4130,absent,0,manual,9,Sunday,12:00,2
PHY101,Physics I,Section 2,2026-02-16,S4138,Synthetic Student 4138,present,0,qr,9,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-04-18,S4116,Synthetic Student 4116,present,0,qr,14,Wednesday,14:00,3
MATH101,Calculus I,Section 3,2026-04-18,S4017,Synthetic Student 4017,absent,0,manual,14,Wednesday,14:00,4
STAT101,Statistics I,Section 3,2026-03-28,S4145,Synthetic Student 4145,absent,0,qr,10,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-03-02,S4078,Synthetic Student 4078,present,0,qr,6,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-05-11,S4012,Synthetic Student 4012,present,2,qr,1,Wednesday,14:00,2
STAT101,Statistics I,Section 1,2026-03-02,S4013,Synthetic Student 4013,present,0,qr,14,Sunday,12:00,5
MATH101,Calculus I,Section 2,2026-03-21,S4015,Synthetic Student 4015,present,0,qr,11,Wednesday,14:00,2
MATH101,Calculus I,Section 2,2026-02-14,S4020,Synthetic Student 4020,absent,1,qr,7,Monday,09:00,4
CS101,Intro to Programming,Section 1,2026-04-27,S4049,Synthetic Student 4049,present,1,qr,14,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-02-16,S4121,Synthetic Student 4121,present,0,qr,14,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-04-04,S4162,Synthetic Student 4162,excused,1,manual,9,Sunday,09:00,2
PHY101,Physics I,Section 1,2026-03-09,S4089,Synthetic Student 4089,late,6,qr,10,Monday,09:00,3
PHY101,Physics I,Section 1,2026-03-21,S4159,Synthetic Student 4159,present,1,qr,9,Wednesday,14:00,4
CS101,Intro to Programming,Section 1,2026-04-25,S4003,Synthetic Student 4003,absent,2,qr,2,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-02-28,S4092,Synthetic Student 4092,absent,2,qr,6,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-09,S4120,Synthetic Student 4120,present,0,qr,12,Sunday,09:00,2
MATH101,Calculus I,Section 2,2026-02-23,S4025,Synthetic Student 4025,absent,2,qr,10,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-03-02,S4027,Synthetic Student 4027,present,0,qr,14,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-04-06,S4159,Synthetic Student 4159,absent,0,qr,8,Monday,09:00,3
PHY101,Physics I,Section 2,2026-02-07,S4043,Synthetic Student 4043,present,0,qr,1,Sunday,12:00,5
STAT101,Statistics I,Section 3,2026-03-14,S4100,Synthetic Student 4100,present,0,qr,5,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-05-11,S4115,Synthetic Student 4115,present,0,qr,8,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-02-23,S4039,Synthetic Student 4039,present,0,qr,7,Saturday,14:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4157,Synthetic Student 4157,present,0,qr,4,Wednesday,14:00,4
MATH101,Calculus I,Section 3,2026-04-25,S4163,Synthetic Student 4163,present,0,qr,5,Saturday,14:00,4
PHY101,Physics I,Section 1,2026-04-18,S4004,Synthetic Student 4004,present,0,qr,14,Saturday,14:00,5
PHY101,Physics I,Section 1,2026-04-18,S4010,Synthetic Student 4010,present,0,qr,11,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-02,S4098,Synthetic Student 4098,absent,0,qr,4,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-04-18,S4151,Synthetic Student 4151,present,1,qr,3,Wednesday,10:00,3
STAT101,Statistics I,Section 2,2026-05-11,S4175,Synthetic Student 4175,absent,0,qr,10,Wednesday,14:00,2
MATH101,Calculus I,Section 2,2026-02-21,S4028,Synthetic Student 4028,present,0,qr,1,Sunday,14:00,5
PHY101,Physics I,Section 1,2026-03-02,S4124,Synthetic Student 4124,present,0,qr,10,Sunday,12:00,5
CS101,Intro to Programming,Section 2,2026-04-11,S4053,Synthetic Student 4053,present,0,qr,12,Monday,09:00,5
PHY101,Physics I,Section 1,2026-05-11,S4112,Synthetic Student 4112,absent,0,qr,1,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-02-16,S4134,Synthetic Student 4134,absent,0,qr,9,Wednesday,14:00,4
STAT101,Statistics I,Section 2,2026-05-02,S4019,Synthetic Student 4019,present,2,qr,7,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-23,S4078,Synthetic Student 4078,absent,0,qr,1,Saturday,09:00,5
STAT101,Statistics I,Section 1,2026-03-07,S4081,Synthetic Student 4081,present,1,qr,11,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-03-07,S4068,Synthetic Student 4068,present,0,qr,5,Sunday,12:00,2
CS101,Intro to Programming,Section 2,2026-02-23,S4152,Synthetic Student 4152,absent,0,qr,3,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-03-28,S4075,Synthetic Student 4075,absent,0,qr,8,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-02-16,S4068,Synthetic Student 4068,late,17,qr,5,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-03-23,S4115,Synthetic Student 4115,present,1,qr,9,Saturday,10:00,4
MATH101,Calculus I,Section 3,2026-02-09,S4138,Synthetic Student 4138,present,0,qr,12,Monday,09:00,4
MATH101,Calculus I,Section 1,2026-04-11,S4161,Synthetic Student 4161,absent,0,qr,11,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-03-02,S4175,Synthetic Student 4175,present,2,qr,14,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-05-11,S4107,Synthetic Student 4107,absent,0,qr,7,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-21,S4062,Synthetic Student 4062,absent,0,qr,4,Monday,14:00,3
CS101,Intro to Programming,Section 1,2026-02-07,S4148,Synthetic Student 4148,absent,0,qr,14,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-02-21,S4145,Synthetic Student 4145,present,0,qr,3,Wednesday,14:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4176,Synthetic Student 4176,present,0,qr,14,Monday,09:00,2
PHY101,Physics I,Section 1,2026-03-07,S4083,Synthetic Student 4083,present,0,qr,11,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4135,Synthetic Student 4135,late,17,qr,8,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-03-07,S4135,Synthetic Student 4135,late,17,qr,5,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-04-06,S4155,Synthetic Student 4155,present,0,qr,11,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-04-18,S4155,Synthetic Student 4155,present,0,qr,4,Wednesday,14:00,3
CS101,Intro to Programming,Section 2,2026-02-28,S4114,Synthetic Student 4114,absent,0,qr,9,Saturday,10:00,3
CS101,Intro to Programming,Section 3,2026-03-21,S4121,Synthetic Student 4121,absent,1,qr,8,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-02-09,S4032,Synthetic Student 4032,present,2,qr,2,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-03-21,S4017,Synthetic Student 4017,present,0,qr,14,Wednesday,14:00,2
MATH101,Calculus I,Section 2,2026-02-23,S4010,Synthetic Student 4010,present,2,qr,1,Saturday,10:00,5
CS101,Intro to Programming,Section 2,2026-04-11,S4031,Synthetic Student 4031,absent,0,qr,10,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-03-07,S4065,Synthetic Student 4065,present,1,qr,5,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-04-13,S4154,Synthetic Student 4154,late,18,qr,1,Wednesday,14:00,3
MATH101,Calculus I,Section 2,2026-02-28,S4002,Synthetic Student 4002,present,2,qr,9,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-07,S4173,Synthetic Student 4173,present,2,qr,8,Sunday,12:00,5
STAT101,Statistics I,Section 2,2026-04-06,S4093,Synthetic Student 4093,present,0,qr,4,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4068,Synthetic Student 4068,late,2,qr,3,Monday,09:00,2
PHY101,Physics I,Section 1,2026-05-09,S4154,Synthetic Student 4154,present,2,qr,5,Monday,09:00,5
PHY101,Physics I,Section 3,2026-03-16,S4042,Synthetic Student 4042,present,0,qr,10,Wednesday,14:00,3
MATH101,Calculus I,Section 2,2026-03-30,S4028,Synthetic Student 4028,late,17,qr,6,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-04-25,S4164,Synthetic Student 4164,present,0,qr,9,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-02-14,S4171,Synthetic Student 4171,present,1,qr,5,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-02-21,S4173,Synthetic Student 4173,present,1,qr,9,Wednesday,14:00,4
CS101,Intro to Programming,Section 3,2026-04-06,S4076,Synthetic Student 4076,absent,2,qr,11,Sunday,09:00,3
PHY101,Physics I,Section 1,2026-03-07,S4174,Synthetic Student 4174,absent,0,qr,12,Sunday,12:00,3
CS101,Intro to Programming,Section 2,2026-02-23,S4005,Synthetic Student 4005,present,0,qr,2,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-02-28,S4063,Synthetic Student 4063,present,0,qr,1,Saturday,12:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4141,Synthetic Student 4141,present,0,qr,3,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-02,S4085,Synthetic Student 4085,present,0,qr,4,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-03-21,S4139,Synthetic Student 4139,absent,0,qr,7,Wednesday,14:00,4
MATH101,Calculus I,Section 2,2026-02-16,S4030,Synthetic Student 4030,absent,0,qr,10,Wednesday,09:00,4
CS101,Intro to Programming,Section 3,2026-03-21,S4023,Synthetic Student 4023,late,1,qr,7,Wednesday,14:00,3
MATH101,Calculus I,Section 3,2026-04-18,S4119,Synthetic Student 4119,absent,0,qr,4,Wednesday,14:00,4
CS101,Intro to Programming,Section 3,2026-02-16,S4066,Synthetic Student 4066,absent,0,qr,3,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-02-23,S4094,Synthetic Student 4094,absent,0,qr,13,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-02-07,S4144,Synthetic Student 4144,absent,0,qr,1,Sunday,12:00,3
PHY101,Physics I,Section 2,2026-02-09,S4043,Synthetic Student 4043,present,0,qr,1,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-03-02,S4158,Synthetic Student 4158,present,0,qr,10,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-03-07,S4012,Synthetic Student 4012,absent,1,qr,8,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-03-30,S4123,Synthetic Student 4123,present,0,qr,11,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-05-02,S4054,Synthetic Student 4054,present,0,qr,13,Sunday,12:00,5
STAT101,Statistics I,Section 2,2026-05-02,S4091,Synthetic Student 4091,absent,0,qr,2,Sunday,12:00,2
MATH101,Calculus I,Section 1,2026-04-13,S4065,Synthetic Student 4065,present,0,qr,2,Monday,14:00,5
PHY101,Physics I,Section 2,2026-02-14,S4157,Synthetic Student 4157,absent,0,qr,2,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-03-09,S4046,Synthetic Student 4046,present,0,qr,4,Monday,09:00,2
PHY101,Physics I,Section 2,2026-02-21,S4066,Synthetic Student 4066,excused,0,manual,11,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-04-27,S4008,Synthetic Student 4008,present,0,qr,12,Sunday,12:00,4
MATH101,Calculus I,Section 3,2026-02-07,S4072,Synthetic Student 4072,present,1,qr,9,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-02-07,S4065,Synthetic Student 4065,present,0,qr,8,Sunday,12:00,3
PHY101,Physics I,Section 2,2026-04-06,S4037,Synthetic Student 4037,absent,0,qr,9,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-04-06,S4070,Synthetic Student 4070,absent,0,qr,9,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-21,S4020,Synthetic Student 4020,present,0,qr,1,Monday,14:00,4
STAT101,Statistics I,Section 1,2026-02-16,S4000,Synthetic Student 4000,present,2,qr,7,Wednesday,14:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4104,Synthetic Student 4104,present,0,qr,4,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-02-07,S4034,Synthetic Student 4034,late,13,qr,9,Sunday,12:00,4
STAT101,Statistics I,Section 3,2026-03-14,S4164,Synthetic Student 4164,absent,0,qr,6,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-05-02,S4144,Synthetic Student 4144,absent,0,qr,13,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-03-02,S4019,Synthetic Student 4019,present,1,qr,6,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-02-07,S4077,Synthetic Student 4077,present,0,qr,11,Sunday,12:00,3
PHY101,Physics I,Section 2,2026-02-09,S4086,Synthetic Student 4086,absent,0,qr,1,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-04-18,S4176,Synthetic Student 4176,present,0,qr,14,Wednesday,14:00,3
PHY101,Physics I,Section 1,2026-03-09,S4031,Synthetic Student 4031,present,2,qr,8,Monday,09:00,3
STAT101,Statistics I,Section 3,2026-04-18,S4078,Synthetic Student 4078,present,0,qr,11,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-05-04,S4009,Synthetic Student 4009,absent,2,qr,7,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-05-04,S4021,Synthetic Student 4021,absent,0,qr,6,Monday,12:00,2
MATH101,Calculus I,Section 2,2026-05-11,S4027,Synthetic Student 4027,absent,0,qr,9,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-04-11,S4043,Synthetic Student 4043,late,4,qr,7,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-04,S4108,Synthetic Student 4108,absent,0,qr,9,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-05-11,S4037,Synthetic Student 4037,absent,0,qr,1,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-05-11,S4112,Synthetic Student 4112,absent,0,qr,14,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-18,S4109,Synthetic Student 4109,absent,0,qr,13,Wednesday,10:00,3
PHY101,Physics I,Section 2,2026-02-07,S4083,Synthetic Student 4083,present,0,qr,9,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-04-20,S4080,Synthetic Student 4080,present,0,qr,12,Saturday,10:00,5
CS101,Intro to Programming,Section 1,2026-04-27,S4171,Synthetic Student 4171,present,0,qr,14,Sunday,12:00,4
PHY101,Physics I,Section 3,2026-03-14,S4009,Synthetic Student 4009,absent,0,qr,11,Monday,09:00,3
PHY101,Physics I,Section 1,2026-04-18,S4148,Synthetic Student 4148,absent,0,qr,1,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-04-13,S4010,Synthetic Student 4010,excused,1,manual,1,Monday,14:00,5
MATH101,Calculus I,Section 2,2026-02-23,S4108,Synthetic Student 4108,present,0,qr,4,Saturday,10:00,5
STAT101,Statistics I,Section 2,2026-05-04,S4170,Synthetic Student 4170,present,1,qr,5,Monday,09:00,2
CS101,Intro to Programming,Section 2,2026-02-28,S4094,Synthetic Student 4094,present,0,qr,8,Saturday,10:00,3
PHY101,Physics I,Section 1,2026-04-13,S4049,Synthetic Student 4049,present,0,qr,14,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-02-16,S4147,Synthetic Student 4147,absent,0,qr,14,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-21,S4155,Synthetic Student 4155,present,0,qr,14,Wednesday,14:00,3
PHY101,Physics I,Section 3,2026-05-04,S4048,Synthetic Student 4048,present,0,qr,5,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-03-21,S4053,Synthetic Student 4053,present,0,qr,7,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4115,Synthetic Student 4115,present,0,qr,2,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-09,S4150,Synthetic Student 4150,absent,2,qr,11,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4120,Synthetic Student 4120,absent,0,qr,14,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-09,S4021,Synthetic Student 4021,absent,0,qr,6,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-13,S4151,Synthetic Student 4151,present,0,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-09,S4103,Synthetic Student 4103,present,2,qr,7,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-13,S4095,Synthetic Student 4095,present,2,qr,10,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-05-09,S4065,Synthetic Student 4065,absent,0,qr,14,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-04-25,S4160,Synthetic Student 4160,present,2,qr,12,Sunday,10:00,4
STAT101,Statistics I,Section 1,2026-02-28,S4006,Synthetic Student 4006,absent,2,qr,4,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-03-07,S4178,Synthetic Student 4178,absent,1,qr,12,Sunday,12:00,2
PHY101,Physics I,Section 3,2026-05-04,S4065,Synthetic Student 4065,present,0,qr,7,Monday,09:00,2
PHY101,Physics I,Section 1,2026-04-18,S4169,Synthetic Student 4169,absent,0,qr,6,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-04-20,S4067,Synthetic Student 4067,late,20,qr,4,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-02-07,S4115,Synthetic Student 4115,present,0,qr,3,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-04-25,S4129,Synthetic Student 4129,absent,0,qr,11,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-04-11,S4070,Synthetic Student 4070,present,0,qr,10,Monday,09:00,5
STAT101,Statistics I,Section 3,2026-03-28,S4143,Synthetic Student 4143,present,0,qr,1,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-03-07,S4124,Synthetic Student 4124,absent,0,qr,12,Sunday,12:00,2
PHY101,Physics I,Section 2,2026-02-16,S4031,Synthetic Student 4031,absent,0,qr,9,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-16,S4149,Synthetic Student 4149,present,1,qr,9,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-04-18,S4156,Synthetic Student 4156,present,0,qr,9,Wednesday,14:00,4
CS101,Intro to Programming,Section 1,2026-03-07,S4177,Synthetic Student 4177,present,0,manual,2,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-03-28,S4043,Synthetic Student 4043,present,0,qr,8,Monday,10:00,4
PHY101,Physics I,Section 2,2026-02-16,S4171,Synthetic Student 4171,present,0,qr,13,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-03-21,S4174,Synthetic Student 4174,absent,0,qr,1,Wednesday,14:00,4
MATH101,Calculus I,Section 2,2026-03-30,S4086,Synthetic Student 4086,absent,0,qr,9,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-02-09,S4004,Synthetic Student 4004,late,0,qr,3,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-04-06,S4149,Synthetic Student 4149,late,11,qr,9,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-03-28,S4081,Synthetic Student 4081,absent,1,qr,10,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-02-16,S4175,Synthetic Student 4175,present,0,qr,11,Wednesday,14:00,2
CS101,Intro to Programming,Section 2,2026-03-02,S4109,Synthetic Student 4109,absent,0,qr,14,Sunday,12:00,3
CS101,Intro to Programming,Section 1,2026-02-07,S4054,Synthetic Student 4054,present,1,qr,7,Sunday,12:00,3
PHY101,Physics I,Section 2,2026-02-21,S4028,Synthetic Student 4028,late,6,qr,9,Wednesday,14:00,5
PHY101,Physics I,Section 3,2026-03-16,S4177,Synthetic Student 4177,late,16,qr,12,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-02-09,S4088,Synthetic Student 4088,absent,0,qr,4,Monday,09:00,3
